م,E,N,نوع الحادث,جسامة الحادث,عدد المصابين
3306,21.350952,39.775341,دهس مشاه,اصابة,null
3305,18.936609,41.324409,صدم مركبة متحركة,وفاة,null
3304,21.411566,39.824581,صدم مركبة متحركة,وفاة,null
3303,19.000049,41.388684,صدم حاجز جانبي,اصابة,null
3302,21.41263,39.53328,صدم مركبة متحركة,اصابة,null
3301,21.386021,39.823284,دهس مشاه,اصابة,null
3300,21.411139,39.809711,صدم مركبة متحركة,اصابة,null
3299,19.5599,41.142902,دهس مشاه,اصابة,null
3298,18.7661102,41.3906989,دهس مشاه,اصابة,null
3297,20.634956,39.664226,صدم مركبة متحركة,اصابة,null
3296,21.37251,39.42115,صدم مركبة متحركة,اصابة,null
3295,21.45249,39.3635,صدم مركبة متحركة,اصابة,null
3294,21.37423,39.42171,صدم مركبة متحركة,اصابة,null
3293,21.45246,39.27257,صدم مركبة متحركة,اصابة,null
3292,21.5525106,39.9461479,صدم عمود كهرباء,وفاة,null
3291,21.36599,39.4251,دهس مشاه,اصابة,null
3290,21.4103724,39.8666866,دهس مشاه,اصابة,null
3289,21.260296,39.826607,صدم مركبة متحركة,اصابة,null
3288,21.088673,39.598946,صدم مركبة متحركة,اصابة,null
3287,22.340691,39.315037,انقلاب مركبة,وفاة,null
3286,20.150397,40.386991,انقلاب مركبة,اصابة,null
3285,20.084614,40.401466,صدم مركبة متحركة,اصابة,null
3284,21.49084,39.880182,صدم مركبة متحركة,اصابة,null
3283,21.388451,39.798195,دهس مشاه,اصابة,null
3282,19.158392,41.547935,انقلاب مركبة,وفاة,null
3281,21.43456,39.3259,صدم مركبة متحركة,وفاة,null
3280,21.392332,39.04942,صدم مركبة متحركة,وفاة,null
3279,21.831791,39.384069,دهس مشاه,وفاة,null
3278,19.960386,40.549179,دهس مشاه,اصابة,null
3277,21.3969352,39.8257781,دهس مشاه,اصابة,null
3276,21.385733,39.879646,صدم مركبة متحركة,وفاة,null
3275,22.168745,39.821045,صدم مركبة متحركة,اصابة,null
3274,22.457359,39.460682,انقلاب مركبة,اصابة,null
3273,21.423595,39.809021,دهس مشاه,اصابة,null
3272,21.3898341,39.84774,دهس مشاه,وفاة,null
3271,19.335444,41.081583,صدم سياج طريق,اصابة,null
3270,21.431383,39.829876,دهس مشاه,اصابة,null
3269,21.359083,39.846619,صدم مركبة متحركة,اصابة,null
3268,21.366976,39.784336,دهس مشاه,اصابة,null
3267,21.386238,39.823124,صدم مركبة متحركة,اصابة,null
3266,20.27545,40.65556,انقلاب مركبة,وفاة,null
3265,21.9723293,39.3643617,دهس مشاه,اصابة,null
3264,19.217211,41.090427,صدم مركبة متحركة,اصابة,null
3263,18.671148,41.357121,صدم مركبة متحركة,اصابة,null
3262,21.40446,39.33311,صدم مركبة متحركة,اصابة,null
3261,21.40381,39.33556,صدم مركبة متحركة,اصابة,null
3260,21.447645,39.566699,دهس مشاه,اصابة,null
3259,21.177436,39.859436,دهس مشاه,اصابة,null
3258,21.37521,39.4123,صدم مركبة متحركة,وفاة,null
3257,20.843506,39.459492,صدم مركبة متحركة,وفاة,null
3256,21.396952,39.792751,دهس مشاه,وفاة,null
3255,21.390903,39.825603,دهس مشاه,وفاة,null
3254,22.41296,39.41274,صدم حاجز جانبي,اصابة,null
3253,22.20429,39.20409,دهس مشاه,اصابة,null
3252,22.449453,39.446465,صدم مركبة متحركة,اصابة,null
3251,21.35325,39.815667,صدم مركبة متحركة,اصابة,null
3250,22.42382,39.43489,انقلاب مركبة,وفاة,null
3249,21.46257,39.39146,انقلاب مركبة,وفاة,null
3248,21.385733,39.879646,دهس مشاه,وفاة,null
3247,21.428761,39.8081881,دهس مشاه,وفاة,null
3246,22.481752,39.514503,انقلاب مركبة,وفاة,null
3245,22.338857,39.9924103,صدم مركبة متحركة,اصابة,null
3244,21.57581,39.39397,انقلاب مركبة,اصابة,null
3243,21.56134,39.36413,صدم مركبة متحركة,اصابة,null
3242,21.30357,39.36374,صدم مركبة متحركة,اصابة,null
3241,21.45505,39.3198,صدم مركبة متحركة,اصابة,null
3240,21.39107,39.3271875,صدم مركبة متحركة,اصابة,null
3239,21.358545,39.863036,صدم مركبة متحركة,اصابة,null
3238,20.885674,39.616943,صدم مركبة متحركة,وفاة,null
3237,18.94186,41.3271875,صدم مركبة متحركة,اصابة,null
3236,21.3828829,39.8772001,انقلاب مركبة,اصابة,null
3235,21.587521,39.77956,دهس مشاه,اصابة,null
3234,21.416571,39.692905,دهس مشاه,وفاة,null
3233,18.973133,41.30323,انقلاب مركبة,اصابة,null
3232,21.55546,39.16587,صدم مركبة متحركة,اصابة,null
3231,20.725929,40.489669,انقلاب مركبة,اصابة,null
3230,21.4832459,39.9355728,صدم مركبة متحركة,اصابة,null
3229,21.21358,39.52244,صدم مركبة متحركة,اصابة,null
3228,21.4126,39.28599,صدم مركبة متحركة,وفاة,null
3227,21.789711,39.512264,صدم مركبة متحركة,وفاة,null
3226,22.41134,39.41129,انقلاب مركبة,وفاة,null
3225,21.411419,39.819458,دهس مشاه,وفاة,null
3224,22.87057,39.686917,صدم مركبة متحركة,اصابة,null
3223,20.272786,40.9134796912778,انقلاب مركبة,اصابة,null
3222,21.31553,39.36452,صدم مركبة متحركة,اصابة,null
3221,21.355774,39.821194,دهس مشاه,اصابة,null
3220,21.57445,39.767647,صدم مركبة متحركة,اصابة,null
3219,21.435318,39.827892,دهس مشاه,اصابة,null
3218,21.429455,39.817513,دهس مشاه,اصابة,null
3217,21.365984,39.830399,دهس مشاه,اصابة,null
3216,22.300077,40.94742,صدم مركبة متحركة,اصابة,null
3215,21.4818727,39.9278046,دهس مشاه,وفاة,null
3214,21.39517,39.807896,دهس مشاه,وفاة,null
3213,19.1354167,41.0814722,صدم مركبة متحركة,اصابة,null
3212,21.726112,39.572651,صدم مركبة متحركة,اصابة,null
3211,21.25429,39.4945,دهس مشاه,وفاة,null
3210,21.31035,39.4828,صدم مركبة متحركة,اصابة,null
3209,21.31035,39.4828,صدم مركبة متحركة,اصابة,null
3208,21.4210909,39.8500906,دهس مشاه,اصابة,null
3207,21.383051,39.872139,صدم مركبة متحركة,اصابة,null
3206,22.129988,39.306107,صدم مركبة متحركة,اصابة,null
3205,21.616251,39.701538,دهس مشاه,اصابة,null
3204,21.756851,39.640339,صدم مركبة متحركة,وفاة,null
3203,21.547979,39.8292228,صدم مركبة متحركة,اصابة,null
3202,21.414305,39.683273,انقلاب مركبة,وفاة,null
3201,21.498247,39.882599,دهس مشاه,اصابة,null
3200,21.3913,39.3725,صدم مركبة متحركة,اصابة,null
3199,21.4045306,39.7834652,صدم مركبة متحركة,اصابة,null
3198,19.5220278,40.9912778,صدم مركبة متحركة,اصابة,null
3197,21.440014,39.795223,دهس مشاه,اصابة,null
3196,21.418739,39.776215,انقلاب مركبة,وفاة,null
3195,22.36339,39.3818,صدم جسم ثابت اخر,وفاة,null
3194,21.466831,39.783436,صدم مركبة متحركة,اصابة,null
3193,22.3051639,39.8299506,دهس مشاه,اصابة,null
3192,22.088185,39.31337,دهس مشاه,اصابة,null
3191,21.453585,39.839642,دهس مشاه,اصابة,null
3190,21.402607,39.816212,اخرى,اصابة,null
3189,21.4064115,39.8102443,دهس مشاه,اصابة,null
3188,21.466831,39.783436,انقلاب مركبة,اصابة,null
3187,19.5389347,41.0460447,دهس مشاه,وفاة,null
3186,18.7965556,41.2364444,صدم جسم ثابت اخر,وفاة,null
3185,19.1405,41.571,دهس مشاه,وفاة,null
3184,21.44197,39.3231,دهس حيوان,اصابة,null
3183,21.657825,39.623295,صدم مركبة متحركة,اصابة,null
3182,21.404711,39.873772,صدم مركبة متحركة,اصابة,null
3181,21.379944,39.783825,صدم مركبة متحركة,اصابة,null
3180,21.39381,39.787197,دهس مشاه,اصابة,null
3179,21.388878,39.840706,صدم مركبة متحركة,اصابة,null
3178,20.614105,39.684017,صدم مركبة متحركة,اصابة,null
3177,21.349665,39.804089,صدم جسم ثابت اخر,اصابة,null
3176,21.28578,39.83555893431,صدم جسم ثابت اخر,وفاة,null
3175,21.390162,39.847664,صدم مركبة متحركة,وفاة,null
3174,22.099827,39.385,صدم مركبة متحركة,اصابة,null
3173,22.099827,39.407807,صدم عمود كهرباء,اصابة,null
3172,21.441139,39.807377,دهس مشاه,اصابة,null
3171,21.445873,39.80874,دهس مشاه,اصابة,null
3170,21.474834,39.840641,دهس مشاه,اصابة,null
3169,21.351816,39.833431,صدم مركبة متحركة,اصابة,null
3168,19.2204167,41.0900556,صدم مركبة متحركة,وفاة,null
3167,21.495848,39.940315,اخرى,اصابة,null
3166,21.399904,39.828003,صدم مركبة متحركة,اصابة,null
3165,22.3050831,39.8270081,صدم مركبة متحركة,اصابة,null
3164,21.369358,39.873138,صدم مركبة متحركة,اصابة,null
3163,21.3851667,39.82575,دهس مشاه,اصابة,null
3162,21.55305,39.21202,صدم حاجز جانبي,وفاة,null
3161,21.366938,39.790257,دهس مشاه,وفاة,null
3160,21.386904,39.703716,صدم حاجز جانبي,وفاة,null
3159,21.381027,39.777355,صدم مركبة متحركة,اصابة,null
3158,21.44155,39.797623,دهس مشاه,وفاة,null
3157,21.4574956,39.8962206,صدم مركبة متحركة,اصابة,null
3156,21.30537,39.4701,دهس مشاه,وفاة,null
3155,19.181253,41.200802,صدم مركبة متحركة,وفاة,null
3154,18.77165,41.385513,صدم مركبة متحركة,وفاة,null
3153,19.6940101,40.839096,صدم جسم ثابت اخر,اصابة,null
3152,20.005909,40.550823,صدم مركبة متحركة,اصابة,null
3151,21.450521,39.80862,دهس مشاه,اصابة,null
3150,21.370489,39.836697,صدم مركبة متحركة,اصابة,null
3149,21.4085701,39.8293055,دهس مشاه,اصابة,null
3148,21.445499,39.780521,صدم مركبة متحركة,اصابة,null
3147,21.4077829,39.7884085,دهس مشاه,اصابة,null
3146,21.388315,39.859028,صدم مركبة متحركة,اصابة,null
3145,21.471088,39.902187,انقلاب مركبة,وفاة,null
3144,21.350859,39.775673,صدم مركبة متحركة,وفاة,null
3143,21.4562,39.36103,صدم مركبة متحركة,اصابة,null
3142,21.4674106,40.0015942,دهس مشاه,اصابة,null
3141,21.400968,39.8793851,دهس مشاه,اصابة,null
3140,21.4265298,39.8195632,دهس مشاه,اصابة,null
3139,22.07118,39.26058,صدم مركبة متحركة,اصابة,null
3138,19.116524,40.118549,صدم مركبة متحركة,اصابة,null
3137,19.62925,40.8196667,صدم جسم ثابت اخر,اصابة,null
3136,21.465616,39.900009,دهس مشاه,وفاة,null
3135,21.465188,39.893101,صدم مركبة متحركة,وفاة,null
3134,21.377831,39.832977,دهس مشاه,وفاة,null
3133,22.20517,39.777131,صدم جسم ثابت اخر,اصابة,null
3132,19.4045278,41.0603611,انقلاب مركبة,اصابة,null
3131,21.438414,39.854969,صدم مركبة متحركة,اصابة,null
3130,21.391064,39.723579,صدم مركبة متحركة,اصابة,null
3129,22.366865,39.331432,انقلاب مركبة,اصابة,null
3128,20.151167,40.266117,صدم مركبة متحركة,اصابة,null
3127,21.52329,39.961514,صدم مركبة متحركة,اصابة,null
3126,21.434772,39.829243,دهس مشاه,اصابة,null
3125,21.389299,39.808529,دهس مشاه,اصابة,null
3124,21.406258,39.83009,دهس مشاه,اصابة,null
3123,22.26067,39.24412,صدم مركبة متحركة,اصابة,null
3122,22.133039,39.378668,صدم مركبة متحركة,اصابة,null
3121,21.319136,39.3766,صدم مركبة متحركة,اصابة,null
3120,21.368076,39.873405,دهس مشاه,اصابة,null
3119,20.735956,39.931511,دهس مشاه,وفاة,null
3118,21.396564,39.825409,دهس مشاه,وفاة,null
3117,20.408755,40.86266,صدم مركبة متحركة,اصابة,null
3116,21.4884467,39.9754407,صدم مركبة متحركة,اصابة,null
3115,19.494366,41.0172937,صدم عمود كهرباء,اصابة,null
3114,22.6299,40.1406,صدم مركبة متحركة,اصابة,null
3113,21.416332,39.829044,دهس مشاه,اصابة,null
3112,21.263241,39.930397,دهس مشاه,وفاة,null
3111,22.432541,40.24673,انقلاب مركبة,اصابة,null
3110,21.43125,39.644531,صدم مركبة متحركة,اصابة,null
3109,22.54543,39.45036,انقلاب مركبة,وفاة,null
3108,21.446385,39.918201,صدم مركبة متحركة,وفاة,null
3107,19.6565,41.824799,دهس مشاه,اصابة,null
3106,21.29259,39.35421,صدم مركبة متحركة,اصابة,null
3105,21.41655,39.824799,دهس مشاه,وفاة,null
3104,22.2473,39.785755,صدم جسم ثابت اخر,اصابة,null
3103,21.3734,39.41217,صدم مركبة متحركة,اصابة,null
3102,21.396044,39.810314,صدم مركبة متحركة,اصابة,null
3101,21.97418,39.370335,دهس مشاه,وفاة,null
3100,21.46222,39.838332,دهس مشاه,وفاة,null
3099,19.598512,41.643871,صدم مركبة متحركة,اصابة,null
3098,19.543534,41.673669,صدم مركبة متحركة,اصابة,null
3097,21.9793291,39.3671415,صدم مركبة متحركة,اصابة,null
3096,20.3556267,40.8538363,انقلاب مركبة,اصابة,null
3095,21.2352286,39.9148073,صدم مركبة متحركة,اصابة,null
3094,21.136808,39.917156,دهس مشاه,اصابة,null
3093,21.414028,39.822544,دهس مشاه,اصابة,null
3092,21.396024,39.7975076,دهس مشاه,اصابة,null
3091,19.2696389,41.4040556,صدم مركبة متحركة,اصابة,null
3090,21.507184,39.792502,دهس مشاه,اصابة,null
3089,21.3861794,39.9081821,صدم مركبة متحركة,اصابة,null
3088,21.69668,39.826118,صدم مركبة متحركة,اصابة,null
3087,21.4233347,39.8201775,صدم مركبة متحركة,اصابة,null
3086,21.31405,39.37295,انقلاب مركبة,وفاة,null
3085,21.388836,39.841084,دهس مشاه,اصابة,null
3084,20.233572,40.228767,انقلاب مركبة,اصابة,null
3083,21.0601,39.42502,دهس مشاه,اصابة,null
3082,21.38624,39.787167,دهس مشاه,اصابة,null
3081,21.470064,39.289009,دهس مشاه,اصابة,null
3080,21.461048,39.949852,دهس مشاه,اصابة,null
3079,21.278543,39.823879,صدم مركبة متحركة,اصابة,null
3078,21.363918,39.791298,دهس مشاه,اصابة,null
3077,21.27317,39.49264,صدم مركبة متحركة,اصابة,null
3076,19.42406,41.939034,انقلاب مركبة,اصابة,null
3075,20.017366,40.543022,صدم مركبة متحركة,اصابة,null
3074,21.36372,39.41549,صدم مركبة متحركة,اصابة,null
3073,21.27313,39.52575,صدم مركبة متحركة,اصابة,null
3072,21.402424,39.91214,صدم مركبة متحركة,وفاة,null
3071,19.652843,40.574188,دهس مشاه,اصابة,null
3070,21.616548,40.1597,صدم جسم ثابت اخر,وفاة,null
3069,18.8735833,41.4109444,انقلاب مركبة,اصابة,null
3068,19.4532,39.33525,صدم جسم ثابت اخر,اصابة,null
3067,20.1597222,40.7748889,انقلاب مركبة,اصابة,null
3066,21.4532,39.33525,صدم حاجز جانبي,اصابة,null
3065,21.291878,39.962803,صدم مركبة متحركة,اصابة,null
3064,21.297081,39.68383,صدم مركبة متحركة,اصابة,null
3063,21.1262,39.151274,دهس مشاه,وفاة,null
3062,21.107958,39.912975,صدم مركبة متحركة,اصابة,null
3061,21.304996,39.698711,انقلاب مركبة,وفاة,null
3060,20.506182,39.789223,صدم جسم ثابت اخر,اصابة,null
3059,21.5173543,39.6289758,صدم جسم ثابت اخر,اصابة,null
3058,21.31104,40.04373,صدم مركبة متحركة,وفاة,null
3057,21.4641694,39.859435,دهس مشاه,وفاة,null
3056,22.768435,39.778866,انقلاب مركبة,وفاة,null
3055,22.664754,39.669181,انقلاب مركبة,اصابة,null
3054,21.350588,39.776783,صدم عمود كهرباء,وفاة,null
3053,21.561551,39.5352,صدم مركبة متحركة,اصابة,null
3052,21.413481,39.752316,صدم مركبة متحركة,اصابة,null
3051,21.4186301,39.8279145,دهس مشاه,اصابة,null
3050,21.5711744,39.1872512,صدم مركبة متحركة,اصابة,null
3049,20.113363,40.32877,صدم سياج طريق,وفاة,null
3048,21.3830212,39.8677916,دهس مشاه,اصابة,null
3047,20.033243,41.3100227,صدم مركبة متحركة,اصابة,null
3046,19.033243,41.3100227,صدم مركبة متحركة,اصابة,null
3045,21.54326,39.20506,صدم مركبة متحركة,اصابة,null
3044,21.51108,39.45465,صدم جسم ثابت اخر,اصابة,null
3043,21.427232,39.828655,صدم مركبة متحركة,اصابة,null
3042,18.8723056,41.3096667,صدم مركبة متحركة,اصابة,null
3041,18.9441389,41.3114722,صدم مركبة متحركة,اصابة,null
3040,20.246326,40.423107,صدم عمود كهرباء,اصابة,null
3039,21.549335,39.682148,انقلاب مركبة,اصابة,null
3038,21.43306,39.99618,دهس مشاه,اصابة,null
3037,21.3467789,39.7868864,صدم مركبة متحركة,اصابة,null
3036,21.4185215,39.8539522,دهس مشاه,اصابة,null
3035,21.65707,39.77246,دهس مشاه,وفاة,null
3034,21.46314,39.842937,صدم مركبة متحركة,وفاة,null
3033,22.71848,39.940671,انقلاب مركبة,اصابة,null
3032,19.455861,41.2633889,صدم مركبة متحركة,اصابة,null
3031,19.7301183,40.8640155,صدم مركبة متحركة,اصابة,null
3030,22.746586,39.76453,صدم مركبة متحركة,اصابة,null
3029,22.660542,39.66888,انقلاب مركبة,اصابة,null
3028,20.183924,40.761616,انقلاب مركبة,اصابة,null
3027,20.384414,40.856874,دهس مشاه,اصابة,null
3026,21.1262,39.151274,دهس مشاه,وفاة,null
3025,19.4460127,41.8313563,صدم جسم ثابت اخر,اصابة,null
3024,21.34355,39.42086,صدم عمود كهرباء,اصابة,null
3023,21.549416,39.776981,صدم مركبة متحركة,اصابة,null
3022,22.15358,39.14434,انقلاب مركبة,اصابة,null
3021,21.388462,39.809128,دهس مشاه,وفاة,null
3020,22.41496,39.42055,انقلاب مركبة,وفاة,null
3019,19.5164731,41.0572889,صدم مركبة متحركة,وفاة,null
3018,21.38947,39.808814,صدم مركبة متحركة,وفاة,null
3017,21.018488,39.706253,صدم مركبة متحركة,وفاة,null
3016,19.441967,41.617123,انقلاب مركبة,اصابة,null
3015,22.489595,39.547683,دهس مشاه,اصابة,null
3014,20.024937,39.532509,دهس حيوان,اصابة,null
3013,20.540307,39.754643,صدم جسم ثابت اخر,اصابة,null
3012,21.4600487,39.6021036,صدم مركبة متحركة,وفاة,null
3011,21.40506,39.32404,انقلاب مركبة,اصابة,null
3010,21.4335805,39.8988425,انقلاب مركبة,اصابة,null
3009,21.56237,39.2604,انقلاب مركبة,اصابة,null
3008,18.7612778,41.3578333,دهس مشاه,اصابة,null
3007,20.785603,39.962971,انقلاب مركبة,اصابة,null
3006,21.40538,39.30462,صدم مركبة متحركة,اصابة,null
3005,21.441816,39.907883,صدم مركبة متحركة,وفاة,null
3004,21.389606,39.868046,دهس مشاه,وفاة,null
3003,19.077991,41.192902,دهس مشاه,وفاة,null
3002,22.18124,39.14438,صدم مركبة متحركة,اصابة,null
3001,19.441382,41.12994,انقلاب مركبة,اصابة,null
3000,21.43163,39.3434,صدم مركبة متحركة,اصابة,null
2999,19.552005,41.41671999,صدم مركبة متحركة,اصابة,null
2998,21.773975,39.451233,صدم مركبة متحركة,اصابة,null
2997,21.343601,39.751099,انقلاب مركبة,اصابة,null
2996,19.585793,41.656174,صدم مركبة متحركة,اصابة,null
2995,19.412548,41.858911,صدم مركبة متحركة,اصابة,null
2994,21.3985597,39.8101254,دهس مشاه,اصابة,null
2993,22.12172,39.15299,صدم مركبة متحركة,اصابة,null
2992,19.1879167,41.5300833,صدم مركبة متحركة,اصابة,null
2991,21.443417,39.796257,صدم مركبة متحركة,اصابة,null
2990,21.41468,39.790638,صدم مركبة متحركة,اصابة,null
2989,21.29024,39.47404,دهس مشاه,وفاة,null
2988,21.66008,39.46343,صدم مركبة متحركة,اصابة,null
2987,21.515242,39.851543,صدم مركبة متحركة,اصابة,null
2986,21.38196,40.008545,دهس مشاه,اصابة,null
2985,22.0887072,39.2619888,صدم حاجز جانبي,اصابة,null
2984,22.3176835,39.3083907,انقلاب مركبة,اصابة,null
2983,22.487905,39.541755,صدم جسم ثابت اخر,اصابة,null
2982,21.424389,39.787876,دهس مشاه,اصابة,null
2981,21.363958,39.822659,دهس مشاه,اصابة,null
2980,19.0403889,41.2435278,دهس مشاه,وفاة,null
2979,21.440069,39.797886,صدم جسم ثابت اخر,وفاة,null
2978,20.762487,39.961701,صدم مركبة متحركة,وفاة,null
2977,21.4097925,39.7050726,دهس مشاه,اصابة,null
2976,22.665297,39.95467,انقلاب مركبة,اصابة,null
2975,22.45473,39.46316,انقلاب مركبة,اصابة,null
2974,21.36364,39.41599,دهس مشاه,اصابة,null
2973,21.375476,39.974227,صدم مركبة متحركة,اصابة,null
2972,18.98025,41.3134167,صدم مركبة متحركة,اصابة,null
2971,21.8688488,39.4103562,صدم جسم ثابت اخر,اصابة,null
2970,21.589123,40.113182,صدم مركبة متحركة,اصابة,null
2969,21.513908,39.777145,صدم مركبة متحركة,اصابة,null
2968,21.4044933,39.9529825,انقلاب مركبة,اصابة,null
2967,22.540232,39.605411,صدم مركبة متحركة,اصابة,null
2966,19.5873889,41.0039444,صدم مركبة متحركة,اصابة,null
2965,21.45222,39.36326,صدم مركبة متحركة,اصابة,null
2964,21.3830228,39.8762506,دهس مشاه,اصابة,null
2963,21.4928452,39.9888752,صدم مركبة متحركة,وفاة,null
2962,21.34284,39.724571,دهس مشاه,اصابة,null
2961,21.366375,39.826603,دهس مشاه,وفاة,null
2960,21.397266,39.887543,دهس مشاه,اصابة,null
2959,21.49487,40.5116,انقلاب مركبة,وفاة,null
2958,21.3901938,39.8781348,دهس مشاه,اصابة,null
2957,21.43643,39.831882,دهس مشاه,اصابة,null
2956,22.002955,39.66589,صدم مركبة متحركة,وفاة,null
2955,19.1183053,41.1035833,دهس مشاه,وفاة,null
2954,22.3115,39.28388,صدم مركبة متحركة,اصابة,null
2953,19.5511389,40.0301667,صدم مركبة متحركة,اصابة,null
2952,21.512192,39.1872512,دهس مشاه,اصابة,null
2951,21.460468,39.962627,دهس مشاه,اصابة,null
2950,20.538704,39.757484,دهس مشاه,وفاة,null
2949,21.3642,39.4207,صدم مركبة متحركة,وفاة,null
2948,21.3781361,39.7649523,دهس مشاه,وفاة,null
2947,19.244059,40.402153,انقلاب مركبة,اصابة,null
2946,20.229237,40.252435,صدم مركبة متحركة,اصابة,null
2945,21.3899212,39.7061891,دهس مشاه,اصابة,null
2944,21.421207,39.848431,دهس مشاه,اصابة,null
2943,21.38661,39.818325,صدم مركبة متحركة,اصابة,null
2942,21.41984,39.806862,صدم مركبة متحركة,وفاة,null
2941,22.596471,39.635257,انقلاب مركبة,اصابة,null
2940,21.3643825,39.8741817,صدم مركبة متحركة,اصابة,null
2939,21.6396374,40.3458343,صدم مركبة متحركة,اصابة,null
2938,21.44054,39.84913,دهس مشاه,اصابة,null
2937,21.384567,39.832767,صدم عمود كهرباء,وفاة,null
2936,21.383566,39.8203272,دهس مشاه,اصابة,null
2935,21.421406,39.823555,دهس مشاه,وفاة,null
2934,22.44295,39.45343,صدم مركبة متحركة,اصابة,null
2933,20.442813,40.866453,صدم مركبة متحركة,اصابة,null
2932,20.484822,40.922264,صدم مركبة متحركة,اصابة,null
2931,21.412056,39.738167,صدم مركبة متحركة,اصابة,null
2930,21.355797,39.787563,دهس مشاه,اصابة,null
2929,21.407177,39.8441539,صدم مركبة متحركة,وفاة,null
2928,21.53462,39.47326,صدم مركبة متحركة,اصابة,null
2927,21.6147409,39.7304661,صدم عمود كهرباء,اصابة,null
2926,21.39822,39.824409,دهس مشاه,اصابة,null
2925,21.26043,39.51304,صدم مركبة متحركة,وفاة,null
2924,21.3821795,39.7616247,انقلاب مركبة,وفاة,null
2923,20.345854,40.472606999999996,انقلاب مركبة,اصابة,null
2922,20.425887,39.89376,صدم مركبة متحركة,اصابة,null
2921,21.5232743,39.625333,صدم حاجز جانبي,اصابة,null
2920,21.47488,40.4405,صدم مركبة متحركة,اصابة,null
2919,19.919045,40.736612,صدم مركبة متحركة,اصابة,null
2918,21.5530972,39.7760583,دهس مشاه,اصابة,null
2917,20.671621,39.537865,صدم مركبة متحركة,اصابة,null
2916,21.21385974,39.784352,دهس مشاه,اصابة,null
2915,21.325686,39.882889,دهس مشاه,اصابة,null
2914,21.5143869,39.618546,دهس مشاه,اصابة,null
2913,22.13149,39.14396,صدم مركبة متحركة,وفاة,null
2912,19.102051,41.820971,صدم مركبة متحركة,وفاة,null
2911,22.207304,39.257736,صدم مركبة متحركة,اصابة,null
2910,19.9409067,40.5497418,صدم مركبة متحركة,اصابة,null
2909,21.36474,39.43477,انقلاب مركبة,اصابة,null
2908,21.21391209,39.809254,دهس مشاه,اصابة,null
2907,21.366034,39.831249,صدم مركبة متحركة,اصابة,null
2906,21.478823,39.906956,صدم مركبة متحركة,وفاة,null
2905,21.464012,39.95739,دهس مشاه,اصابة,null
2904,21.423964,39.784019,دهس مشاه,اصابة,null
2903,22.21269,39.49416,صدم مركبة متحركة,اصابة,null
2902,21.129993,39.603065,صدم مركبة متحركة,وفاة,null
2901,21.392517,39.708782,دهس مشاه,وفاة,null
2900,21.395786,39.806229,دهس مشاه,وفاة,null
2899,21.361172,39.8862,صدم مركبة متحركة,وفاة,null
2898,21.342779,39.730515,صدم مركبة متحركة,وفاة,null
2897,21.389503,39.846401,دهس مشاه,وفاة,null
2896,19.352549,41.4186803,صدم مركبة متحركة,اصابة,null
2895,21.1306941,40.2726344,صدم مركبة متحركة,اصابة,null
2894,21.424732,39.788559,دهس مشاه,اصابة,null
2893,19.1728611,41.05775,انقلاب مركبة,اصابة,null
2892,21.25266,39.4751,صدم جسم ثابت اخر,اصابة,null
2891,20.952301,39.541012,صدم مركبة متحركة,وفاة,null
2890,21.362535,39.786667,دهس مشاه,وفاة,null
2889,20.368192,40.954933,انقلاب مركبة,اصابة,null
2888,21.464044,39.8988073,صدم مركبة متحركة,اصابة,null
2887,21.3329719,39.9529248,صدم مركبة متحركة,اصابة,null
2886,21.42297,39.772678,دهس مشاه,اصابة,null
2885,22.29152,39.31066,صدم مركبة متحركة,اصابة,null
2884,21.384721,39.8073627,دهس مشاه,وفاة,null
2883,21.52299,39.23588,صدم عمود كهرباء,اصابة,null
2882,21.422274,39.853337,دهس مشاه,اصابة,null
2881,21.359213,39.826183,دهس مشاه,اصابة,null
2880,21.3537872,39.8182139,صدم مركبة متحركة,وفاة,null
2879,22.25356,39.21309,صدم مركبة متحركة,اصابة,null
2878,20.577751,39.830185,انقلاب مركبة,اصابة,null
2877,21.5145502,39.6127954,صدم حاجز جانبي,اصابة,null
2876,21.5145502,39.6127954,صدم مركبة متحركة,اصابة,null
2875,21.1321996,39.9151862,انقلاب مركبة,اصابة,null
2874,19.499201,41.674984,صدم جسم ثابت اخر,وفاة,null
2873,19.652946,41.671401,انقلاب مركبة,وفاة,null
2872,21.5052,39.4537,صدم مركبة متحركة,اصابة,null
2871,21.28223,39.560605,صدم مركبة متحركة,اصابة,null
2870,21.407349,39.829685,دهس مشاه,اصابة,null
2869,19.337545,41.609523,انقلاب مركبة,اصابة,null
2868,21.978019,39.361219,صدم مركبة متحركة,اصابة,null
2867,21.31316,39.3755,انقلاب مركبة,اصابة,null
2866,21.5908352,39.952015,صدم مركبة متحركة,اصابة,null
2865,22.608803,39.039665,صدم مركبة متحركة,اصابة,null
2864,21.68035,39.91964,صدم سياج طريق,اصابة,null
2863,21.433039,39.854802,دهس مشاه,اصابة,null
2862,21.48921,39.81911,صدم مركبة متحركة,اصابة,null
2861,21.32271,39.70615,انقلاب مركبة,اصابة,null
2860,21.394308,39.809319,دهس مشاه,اصابة,null
2859,21.57318,39.23444,صدم مركبة متحركة,اصابة,null
2858,21.374249,39.778835,صدم مركبة متحركة,اصابة,null
2857,18.705,41.37471,دهس مشاه,وفاة,null
2856,21.387367,39.883423,دهس مشاه,وفاة,null
2855,21.22736,39.8124257,دهس مشاه,اصابة,null
