م,E,N,نوع الحادث,جسامة الحادث,عدد المصابين
2143,21.383036,39.714264,دهس مشاه,اصابة,null
2142,21.411348,39.782719,صدم مركبة متحركة,اصابة,null
2141,21.411493,39.823437,صدم مركبة متحركة,اصابة,null
2140,21.16092,39.49088,صدم مركبة متحركة,اصابة,null
2139,22.315956,39.269515,صدم مركبة متحركة,اصابة,null
2138,21.391407,39.796875,دهس مشاه,وفاة,null
2137,19.461155,41.056484,انقلاب مركبة,اصابة,null
2136,21.413157,39.36362,صدم مركبة متحركة,اصابة,null
2135,21.413157,39.864357,دهس مشاه,اصابة,null
2134,21.428612,39.64659,دهس مشاه,اصابة,null
2133,21.394741,39.8485202,دهس مشاه,اصابة,null
2132,20.424271,40.867013,صدم مركبة متحركة,وفاة,null
2131,21.526287,39.788246,دهس مشاه,وفاة,null
2130,22.0898044,39.4801979,انقلاب مركبة,اصابة,null
2129,21.4049,39.5557,صدم مركبة متحركة,اصابة,null
2128,21.408976,39.868473,دهس مشاه,اصابة,null
2127,21.398769,39.883698,دهس مشاه,اصابة,null
2126,20.38699,40.4778,انقلاب مركبة,اصابة,null
2125,21.3802,39.4439,صدم مركبة متحركة,اصابة,null
2124,21.551529,39.785034,دهس مشاه,اصابة,null
2123,21.5974623,39.804946,صدم مركبة متحركة,اصابة,null
2122,19.400556,41.0701667,صدم مركبة متحركة,اصابة,null
2121,21.350649,39.771763,صدم حاجز جانبي,وفاة,null
2120,21.40282,39.85443,صدم مركبة متحركة,اصابة,null
2119,21.389223,39.908959,دهس مشاه,اصابة,null
2118,21.3664239,39.7804407,صدم مركبة متحركة,اصابة,null
2117,21.386213,39.826374,دهس مشاه,وفاة,null
2116,21.41127,39.4456,دهس مشاه,اصابة,null
2115,21.4008332,39.8794273,دهس مشاه,اصابة,null
2114,21.373293,39.776892,صدم مركبة متحركة,اصابة,null
2113,21.365254,39.797289,دهس مشاه,اصابة,null
2112,21.369005,39.87329,صدم مركبة متحركة,اصابة,null
2111,21.428953,39.865185,صدم مركبة متحركة,وفاة,null
2110,21.361108,39.881413,صدم عمود كهرباء,وفاة,null
2109,21.25598,39.44031,صدم مركبة متحركة,اصابة,null
2108,21.420925,39.780037,صدم مركبة متحركة,اصابة,null
2107,18.7777,41.30172,انقلاب مركبة,اصابة,null
2106,21.390905,39.793415,دهس مشاه,اصابة,null
2105,19.5323,41.050014,دهس مشاه,اصابة,null
2104,19.238428,41.525005,صدم مركبة متحركة,اصابة,null
2103,20.350584,39.9999416,صدم مركبة متحركة,اصابة,null
2102,21.476034,39.792057,دهس مشاه,اصابة,null
2101,21.245051,39.977158,صدم مركبة متحركة,اصابة,null
2100,21.359688,39.874962,دهس مشاه,اصابة,null
2099,21.5646208,39.810535,صدم مركبة متحركة,اصابة,null
2098,21.359711,39.846424,صدم مركبة متحركة,اصابة,null
2097,19.60524,41.691758,صدم مركبة متحركة,وفاة,null
2096,20.736341,39.673083,اخرى,اصابة,null
2095,21.422531,39.804028,دهس مشاه,اصابة,null
2094,21.31313,39.57162,صدم مركبة متحركة,وفاة,null
2093,21.359041,39.832405,صدم مركبة متحركة,وفاة,null
2092,21.41867,39.858688,دهس مشاه,اصابة,null
2091,21.18062,39.40998,انقلاب مركبة,اصابة,null
2090,21.257206,39.916772,صدم مركبة متحركة,اصابة,null
2089,21.36555,39.43226,صدم مركبة متحركة,وفاة,null
2088,21.463088,39.969487,دهس مشاه,وفاة,null
2087,21.093365,39.605206,دهس مشاه,وفاة,null
2086,21.23213,39.50463,دهس مشاه,وفاة,null
2085,21.376,39.4252,دهس مشاه,اصابة,null
2084,19.25448,41.117565,انقلاب مركبة,اصابة,null
2083,21.3218,39.39529,صدم مركبة متحركة,اصابة,null
2082,19.507138,41.663388,دهس مشاه,اصابة,null
2081,22.1731987,39.2692844,صدم مركبة متحركة,اصابة,null
2080,19.133724,41.089958,صدم عمود كهرباء,اصابة,null
2079,21.356461,39.875999,دهس مشاه,اصابة,null
2078,21.162609,39.49306,صدم مركبة متحركة,اصابة,null
2077,21.60878,39.812366,دهس مشاه,وفاة,null
2076,21.384121,39.79517,دهس مشاه,وفاة,null
2075,19.016615,41.22604,دهس مشاه,اصابة,null
2074,21.4400008,39.8449046,دهس مشاه,اصابة,null
2073,21.401007,39.886299,دهس مشاه,وفاة,null
2072,21.5075589,39.879406,صدم مركبة متحركة,اصابة,null
2071,21.4207254,39.8243255,صدم مركبة متحركة,اصابة,null
2070,21.4207254,39.821241,صدم مركبة متحركة,اصابة,null
2069,19.644734,41.707756,صدم جسم ثابت اخر,اصابة,null
2068,19.568277,41.671452,دهس مشاه,اصابة,null
2067,21.395609,39.868099,صدم مركبة متحركة,اصابة,null
2066,21.4877393,39.9563737,صدم مركبة متحركة,وفاة,null
2065,21.37593,39.40564,صدم مركبة متحركة,اصابة,null
2064,21.59506,40.00166,صدم مركبة متحركة,اصابة,null
2063,21.4299842,39.817444,دهس مشاه,اصابة,null
2062,21.446485,39.850218,دهس مشاه,اصابة,null
2061,21.5678976,39.1839744,صدم حاجز جانبي,اصابة,null
2060,21.4787,39.4103,دهس مشاه,اصابة,null
2059,21.3518026,39.832674,صدم مركبة متحركة,اصابة,null
2058,20.655016,39.646048,صدم مركبة متحركة,وفاة,null
2057,21.59308,39.27297,انقلاب مركبة,اصابة,null
2056,21.4786,39.40582,صدم مركبة متحركة,اصابة,null
2055,21.406461,39.871372,دهس مشاه,اصابة,null
2054,21.50267,40.631,انقلاب مركبة,وفاة,null
2053,20.005203,40.831581,صدم مركبة متحركة,وفاة,null
2052,21.426394,39.892586,صدم مركبة متحركة,وفاة,null
2051,21.392193,39.796844,دهس مشاه,وفاة,null
2050,22.179558,39.680595,انقلاب مركبة,اصابة,null
2049,19.580976,41.106796,صدم مركبة متحركة,اصابة,null
2048,21.27026,39.48306,دهس مشاه,اصابة,null
2047,21.413799,39.753643,انقلاب مركبة,اصابة,null
2046,21.423754,39.784729,دهس مشاه,اصابة,null
2045,21.388178,39.873295,دهس مشاه,اصابة,null
2044,19.575377,41.670441,صدم جسم ثابت اخر,اصابة,null
2043,21.57397,39.22586,صدم عمود كهرباء,اصابة,null
2042,22.00279,39.39145,انقلاب مركبة,اصابة,null
2041,21.412621,39.9000457,صدم مركبة متحركة,اصابة,null
2040,21.375299,39.874725,دهس مشاه,اصابة,null
2039,21.35359,39.8494,انقلاب مركبة,اصابة,null
2038,22.2919753,39.2372837,صدم مركبة متحركة,اصابة,null
2037,19.149118,41.086048,دهس مشاه,اصابة,null
2036,21.3417489,39.9748015,صدم مركبة متحركة,اصابة,null
2035,21.352913,39.896515,صدم مركبة متحركة,اصابة,null
2034,21.36821,39.803673,دهس مشاه,اصابة,null
2033,21.384249,39.787155,دهس مشاه,اصابة,null
2032,21.402206,39.809994,دهس مشاه,اصابة,null
2031,21.37106,39.42216,انقلاب مركبة,اصابة,null
2030,21.4610691,39.9641712,دهس مشاه,اصابة,null
2029,19.622244,40.977539,انقلاب مركبة,اصابة,null
2028,18.981598,41.440968,انقلاب مركبة,اصابة,null
2027,19.567282,41.673264,دهس مشاه,اصابة,null
2026,21.505889,40.24483,انقلاب مركبة,وفاة,null
2025,21.391623,39.81303,دهس مشاه,وفاة,null
2024,21.994869,39.342125,صدم مركبة متحركة,اصابة,null
2023,21.519106,39.790676,صدم حاجز جانبي,اصابة,null
2022,21.344965,39.977123,صدم مركبة متحركة,اصابة,null
2021,21.467279,39.969513,دهس مشاه,وفاة,null
2020,21.386316,39.808159,دهس مشاه,وفاة,null
2019,19.431494,41.841785,انقلاب مركبة,اصابة,null
2018,19.128574,41.083652,صدم حاجز جانبي,اصابة,null
2017,20.42312,40.820791,انقلاب مركبة,اصابة,null
2016,21.35358,39.41254,صدم مركبة متحركة,اصابة,null
2015,21.47978,39.887211,صدم مركبة متحركة,اصابة,null
2014,21.358463,40.126766,صدم مركبة متحركة,اصابة,null
2013,21.3827331,39.8618628,صدم مركبة متحركة,اصابة,null
2012,19.116173,41.08223,صدم مركبة متحركة,اصابة,null
2011,19.693239,40.904247,صدم جسم ثابت اخر,اصابة,null
2010,18.941195,41.33234,صدم مركبة متحركة,اصابة,null
2009,21.35484,39.41341,صدم مركبة متحركة,اصابة,null
2008,21.459077,39.9592508,دهس مشاه,اصابة,null
2007,21.4454152,39.8603129,دهس مشاه,اصابة,null
2006,21.408714,39.82935,دهس مشاه,اصابة,null
2005,21.409679,39.792042,دهس مشاه,اصابة,null
2004,18.762859,41.332619,صدم حاجز جانبي,اصابة,null
2003,21.3589,39.4194,صدم مركبة متحركة,اصابة,null
2002,21.4003662,39.811268,دهس مشاه,اصابة,null
2001,21.399569,39.786484,صدم مركبة متحركة,اصابة,null
2000,22.31341,39.35526,انقلاب مركبة,اصابة,null
1999,20.140366,40.266205,صدم مركبة متحركة,اصابة,null
1998,21.423786,39.784893,دهس مشاه,اصابة,null
1997,21.386415,39.823212,دهس مشاه,اصابة,null
1996,22.56424,39.53858,صدم حاجز جانبي,اصابة,null
1995,21.441708,39.837414,دهس مشاه,اصابة,null
1994,21.467169,39.8009841,دهس مشاه,اصابة,null
1993,21.6058304,39.8074579,دهس مشاه,اصابة,null
1992,21.397358,39.789604,دهس مشاه,اصابة,null
1991,21.435486,39.847889,دهس مشاه,وفاة,null
1990,21.431852,39.849442,دهس مشاه,وفاة,null
1989,22.5262,39.17236,انقلاب مركبة,اصابة,null
1988,19.150959,41.072021,صدم مركبة متحركة,اصابة,null
1987,21.33599,39.39369,دهس مشاه,اصابة,null
1986,21.4196,39.28568,صدم مركبة متحركة,اصابة,null
1985,21.3429364,39.729762,دهس مشاه,وفاة,null
1984,21.4240411,39.8184321,دهس مشاه,اصابة,null
1983,21.403975,39.80946,دهس مشاه,اصابة,null
1982,18.877289,41.35062,صدم مركبة متحركة,وفاة,null
1981,19.07132,41.05568,صدم مركبة متحركة,وفاة,null
1980,20.421048,39.902748,انقلاب مركبة,اصابة,null
1979,21.435635,39.796566,دهس مشاه,اصابة,null
1978,21.477871,39.762703,دهس مشاه,اصابة,null
1977,21.455605,39.907536,صدم مركبة متحركة,اصابة,null
1976,21.12024,39.58182,صدم مركبة متحركة,اصابة,null
1975,22.197125,39.711072,انقلاب مركبة,اصابة,null
1974,22.39471,39.40085,انقلاب مركبة,اصابة,null
1973,19.1713659,41.0860814,انقلاب مركبة,اصابة,null
1972,21.47453,39.2676,صدم مركبة متحركة,اصابة,null
1971,21.4877526,39.966702,صدم مركبة متحركة,وفاة,null
1970,19.424879,41.738608,صدم حاجز جانبي,اصابة,null
1969,19.617718,41.624343,صدم مركبة متحركة,اصابة,null
1968,18.706121,41.375374,دهس مشاه,اصابة,null
1967,20.358044,40.850274,صدم مركبة متحركة,اصابة,null
1966,21.421619,39.823395,انقلاب مركبة,اصابة,null
1965,19.519377,41.669694,صدم عمود كهرباء,وفاة,null
1964,21.445538,40.005711,انقلاب مركبة,وفاة,null
1963,21.21048,39.50363,صدم مركبة متحركة,اصابة,null
1962,20.863506,40.167163,انقلاب مركبة,اصابة,null
1961,20.71149,39.775166,صدم مركبة متحركة,اصابة,null
1960,21.37006,39.773228,دهس مشاه,اصابة,null
1959,21.226205,39.401406,صدم مركبة متحركة,وفاة,null
1958,21.4114987,39.8262907,دهس مشاه,وفاة,null
1957,22.34416,39.38428,انقلاب مركبة,وفاة,null
1956,22.27509,39.28056,انقلاب مركبة,اصابة,null
1955,18.875586,41.360428,انقلاب مركبة,اصابة,null
1954,20.365813,40.937768,انقلاب مركبة,اصابة,null
1953,20.460896,39.720314,صدم مركبة متحركة,اصابة,null
1952,22.209335,39.254275,انقلاب مركبة,وفاة,null
1951,21.417693,39.3530039,دهس مشاه,وفاة,null
1950,21.441319,39.853149,دهس مشاه,وفاة,null
1949,21.20368,39.45023,صدم مركبة متحركة,وفاة,null
1948,21.5066,39.31588,صدم مركبة متحركة,اصابة,null
1947,21.44026,39.8139,صدم مركبة متحركة,اصابة,null
1946,21.374844,39.83477,دهس مشاه,اصابة,null
1945,22.19578,39.17598,صدم مركبة متحركة,اصابة,null
1944,18.765974,41.390522,دهس مشاه,اصابة,null
1943,20.415337,40.863971,صدم مركبة متحركة,اصابة,null
1942,21.563477,39.772995,صدم مركبة متحركة,وفاة,null
1941,22.13337,39.27392,صدم مركبة متحركة,اصابة,null
1940,18.73213,39.450451,صدم مركبة متحركة,اصابة,null
1939,21.43088,39.863045,دهس مشاه,اصابة,null
1938,21.376747,39.792698,دهس مشاه,اصابة,null
1937,21.424801,39.787842,دهس مشاه,اصابة,null
1936,21.404404,39.80941,دهس مشاه,اصابة,null
1935,20.34334475,40.8742895,صدم مركبة متحركة,وفاة,null
1934,21.31484,39.4703,دهس مشاه,وفاة,null
1933,21.343112,39.937873,صدم مركبة متحركة,وفاة,null
1932,19.566191,41.671726,صدم حاجز جانبي,اصابة,null
1931,19.630421,40.967327,صدم عمود كهرباء,وفاة,null
1930,21.395939,41.804226,دهس مشاه,وفاة,null
1929,19.569395,41.671555,دهس مشاه,اصابة,null
1928,18.788324,41.360149,صدم مركبة متحركة,اصابة,null
1927,19.351608,41.818733,دهس مشاه,وفاة,null
1926,20.575424,39.722519,صدم مركبة متحركة,وفاة,null
1925,19.569395,41.671555,دهس مشاه,وفاة,null
1924,22.1175,39.15557,انقلاب مركبة,اصابة,null
1923,20.579311,40.890883,صدم جسم ثابت اخر,اصابة,null
1922,20.378536,40.851694,صدم مركبة متحركة,اصابة,null
1921,21.36552,39.41382,دهس مشاه,اصابة,null
1920,18.90218,41.264839,صدم مركبة متحركة,وفاة,null
1919,20.645481,39.781437,صدم مركبة متحركة,وفاة,null
1918,19.31051,18.970478,صدم مركبة متحركة,اصابة,null
1917,21.38648,39.80812,صدم مركبة متحركة,اصابة,null
1916,19.228768,41.088279,انقلاب مركبة,وفاة,null
1915,19.532541,41.049819,دهس مشاه,اصابة,null
1914,19.435528,41.264359,صدم مركبة متحركة,اصابة,null
1913,19.486498,41.369411,انقلاب مركبة,اصابة,null
1912,20.298,40.858899,صدم مركبة متحركة,اصابة,null
1911,21.9478389,39.358189,صدم حاجز جانبي,اصابة,null
1910,21.4126788,39.7509413,صدم مركبة متحركة,اصابة,null
1909,21.4091251,39.828968,دهس مشاه,اصابة,null
1908,22.42552,39.44119,صدم مركبة متحركة,اصابة,null
1907,21.3648424,39.8744327,صدم مركبة متحركة,وفاة,null
1906,19.471304,41.611588,دهس مشاه,وفاة,null
1905,21.320936,39.868752,صدم مركبة متحركة,وفاة,null
1904,21.57427,39.21485,صدم مركبة متحركة,اصابة,null
1903,19.492876,41.061104,صدم جسم ثابت اخر,اصابة,null
1902,20.03183,40.521858,انقلاب مركبة,اصابة,null
1901,21.37662,39.83548,دهس مشاه,اصابة,null
1900,19.968845,40.645661,انقلاب مركبة,وفاة,null
1899,21.3943941,39.7123793,انقلاب مركبة,وفاة,null
1898,21.3648425,39.8744327,دهس مشاه,وفاة,null
1897,20.294569,40.85649,انقلاب مركبة,اصابة,null
1896,21.60267,39.69712,دهس مشاه,اصابة,null
1895,21.389666,39.383012,صدم مركبة متحركة,اصابة,null
1894,20.665321,39.7723934,صدم مركبة متحركة,وفاة,null
1893,21.353064,39.774513,دهس مشاه,وفاة,null
1892,21.405733,39.891687,دهس مشاه,وفاة,null
1891,22.125661,39.525165,دهس حيوان,اصابة,null
1890,19.970362,39.672882,دهس مشاه,اصابة,null
1889,20.5275129,39.7691322,صدم مركبة متحركة,اصابة,null
1888,21.4353133,39.8296737,دهس مشاه,اصابة,null
1887,21.400223,39.785313,صدم مركبة متحركة,اصابة,null
1886,21.555367,39.775604,صدم مركبة متحركة,اصابة,null
1885,21.382881,39.870964,دهس مشاه,اصابة,null
1884,21.439753,39.815094,دهس مشاه,اصابة,null
1883,21.391533,39.904255,صدم مركبة متحركة,وفاة,null
1882,19.975725,40.681812,دهس مشاه,وفاة,null
1881,21.4206505,39.824671,دهس مشاه,اصابة,null
1880,21.1209,39.5802,دهس مشاه,اصابة,null
1879,19.274118,41.738239,انقلاب مركبة,اصابة,null
1878,19.568776,41.671095,صدم مركبة متحركة,اصابة,null
1877,21.5678976,39.1872512,صدم مركبة متحركة,اصابة,null
1876,19.793387,40.806571,صدم مركبة متحركة,اصابة,null
1875,21.3997,39.42281,دهس مشاه,اصابة,null
1874,21.44167,39.3539,انقلاب مركبة,وفاة,null
1873,19.444668,41.408817,صدم مركبة متحركة,وفاة,null
1872,22.447551,39.444344,صدم مركبة متحركة,اصابة,null
1871,20.118444,40.272634,صدم عمود كهرباء,اصابة,null
1870,22.586761,39.9945886,صدم مركبة متحركة,اصابة,null
1869,21.429108,39.833107,دهس مشاه,اصابة,null
1868,21.416862,39.860783,دهس مشاه,اصابة,null
1867,21.39706,39.82518,دهس مشاه,وفاة,null
1866,21.23306,39.50593,دهس مشاه,وفاة,null
1865,19.510672,41.669841,صدم مركبة متحركة,اصابة,null
1864,19.681663,41.706109,صدم مركبة متحركة,اصابة,null
1863,21.94563,39.624767,صدم سياج طريق,اصابة,null
1862,22.36327,39.38185,صدم حاجز جانبي,اصابة,null
1861,22.29397,39.34014,صدم حاجز جانبي,اصابة,null
1860,21.36247,39.41575,صدم مركبة متحركة,اصابة,null
1859,21.382269,39.829617,دهس مشاه,اصابة,null
1858,22.45536,39.46348,انقلاب مركبة,اصابة,null
1857,19.987661,40.612121,دهس مشاه,اصابة,null
1856,21.36466,39.48476,دهس مشاه,اصابة,null
1855,21.36197,39.41562,صدم مركبة متحركة,اصابة,null
1854,21.42956,39.853523,دهس مشاه,اصابة,null
1853,22.025181,39.21433,احتراق مركبة,وفاة,null
1852,22.45231,39.46152,انقلاب مركبة,وفاة,null
1851,20.723845,40.708,انقلاب مركبة,وفاة,null
1850,21.4560277,39.9517591,دهس مشاه,وفاة,null
1849,21.389206,39.845764,دهس مشاه,وفاة,null
1848,19.413685,41.7442676,دهس مشاه,اصابة,null
1847,22.37531,39.38504,انقلاب مركبة,اصابة,null
1846,18.977182,41.305908,صدم مركبة متحركة,اصابة,null
1845,19.919411,40.73671,دهس مشاه,اصابة,null
1844,21.42599,39.33492,صدم حاجز جانبي,اصابة,null
1843,20.48388939,39.902283,دهس حيوان,وفاة,null
1842,21.5218903,39.7799051,صدم مركبة متحركة,وفاة,null
1841,21.401308,39.804379,دهس مشاه,وفاة,null
1840,22.24054,39.20317,انقلاب مركبة,اصابة,null
1839,20.1481214,40.2830149,صدم مركبة متحركة,اصابة,null
1838,21.402523,39.789497,دهس مشاه,اصابة,null
1837,21.3699394,39.8389759,دهس مشاه,اصابة,null
1836,21.4072582,39.829557,دهس مشاه,اصابة,null
1835,21.554678,39.947876,دهس مشاه,وفاة,null
1834,19.471988,41.61266,صدم مركبة متحركة,اصابة,null
1833,20.1440317,40.2820306,صدم جسم ثابت اخر,اصابة,null
1832,21.349464,39.777954,صدم مركبة متحركة,اصابة,null
1831,21.3650449,39.8423899,صدم مركبة متحركة,اصابة,null
1830,21.402386,39.830399,دهس مشاه,وفاة,null
1829,21.3511549,39.7810224,خروج عن الطريق,وفاة,null
1828,21.41187,39.49436,دهس مشاه,وفاة,null
1827,21.59218,39.59532,دهس مشاه,وفاة,null
1826,21.458956,39.833321,صدم مركبة متحركة,وفاة,null
1825,21.303133,39.72015,صدم مركبة متحركة,وفاة,null
1824,21.351929,39.832718,صدم مركبة متحركة,وفاة,null
1823,19.25326,41.808203,صدم مركبة متحركة,اصابة,null
1822,20.469923,40.917398,صدم عمود كهرباء,اصابة,null
1821,20.627352,40.745609,صدم مركبة متحركة,اصابة,null
1820,21.3754468,39.8098434,صدم مركبة متحركة,اصابة,null
1819,21.360779,39.879082,دهس مشاه,اصابة,null
1818,21.377258,39.784863,دهس مشاه,اصابة,null
1817,21.3712119,39.8833933,دهس مشاه,اصابة,null
1816,19.377686,41.065645,انقلاب مركبة,وفاة,null
1815,22.466058,39.469486,انقلاب مركبة,اصابة,null
1814,19.546324,41.036934,دهس مشاه,وفاة,null
1813,19.96854,40.638802,صدم مركبة متحركة,اصابة,null
1812,21.378307,39.765358,انقلاب مركبة,اصابة,null
1811,21.41182,39.81076,صدم مركبة متحركة,اصابة,null
1810,21.4025004,39.7927031,دهس مشاه,وفاة,null
1809,22.235394,39.24755,صدم مركبة متحركة,وفاة,null
1808,18.99119,41.285816,دهس مشاه,اصابة,null
1807,22.235394,39.24755,انقلاب مركبة,اصابة,null
1806,18.661533,41.356453,صدم مركبة متحركة,اصابة,null
1805,18.685289,41.391441,انقلاب مركبة,اصابة,null
1804,21.463341,40.000399,دهس مشاه,اصابة,null
1803,21.088364,39.598846,صدم مركبة متحركة,وفاة,null
1802,22.9372,39.2048,دهس مشاه,اصابة,null
1801,21.57598,39.25337,انقلاب مركبة,اصابة,null
1800,8.871069,41.306648,انقلاب مركبة,اصابة,null
1799,19.507593,41.061672,صدم مركبة متحركة,اصابة,null
1798,20.628406,40.746048,صدم مركبة متحركة,اصابة,null
1797,21.44043,39.777126,دهس مشاه,اصابة,null
1796,21.382986,39.8708384,دهس مشاه,اصابة,null
1795,22.25244,39.21215,انقلاب مركبة,اصابة,null
1794,22.12361,39.15107,انقلاب مركبة,اصابة,null
1793,22.45579,39.46392,انقلاب مركبة,اصابة,null
1792,21.98661,39.99644,صدم مركبة متحركة,اصابة,null
1791,21.3656219,39.8054513,صدم مركبة متحركة,اصابة,null
1790,22.097664,39.327828,انقلاب مركبة,وفاة,null
1789,21.39125,39.37326,صدم مركبة متحركة,وفاة,null
1788,21.351891,39.898895,دهس مشاه,وفاة,null
1787,21.5810048,39.174144,صدم عمود كهرباء,اصابة,null
1786,21.430042,39.853649,دهس مشاه,اصابة,null
1785,21.4730467,39.7911363,دهس مشاه,اصابة,null
1784,21.113166,39.599651,صدم مركبة متحركة,اصابة,null
1783,22.7156,39.3151,صدم مركبة متحركة,اصابة,null
1782,20.46805,40.817104,صدم جسم ثابت اخر,اصابة,null
1781,21.550376,39.792316,دهس مشاه,اصابة,null
1780,21.113167,39.792316,صدم مركبة متحركة,اصابة,null
1779,21.411488,39.811771,دهس مشاه,وفاة,null
1778,22.18381,39.47498,انقلاب مركبة,اصابة,null
1777,22.05246,39.21296,انقلاب مركبة,اصابة,null
1776,21.36372,40.0723043,صدم مركبة متحركة,اصابة,null
1775,18.708513,41.381535,صدم مركبة متحركة,اصابة,null
1774,21.401148,39.803768,دهس مشاه,اصابة,null
1773,20.151321,40.269894,صدم مركبة متحركة,اصابة,null
1772,22.07561,39.16084,صدم مركبة متحركة,وفاة,null
1771,22.28442,39.33009,صدم مركبة متحركة,اصابة,null
1770,21.3203087,39.6938334,صدم مركبة متحركة,اصابة,null
1769,21.3424,39.39519,دهس مشاه,اصابة,null
1768,21.424009,39.798061,دهس مشاه,اصابة,null
1767,21.358535,39.915396,صدم مركبة متحركة,اصابة,null
1766,21.3593266,39.7911867,دهس مشاه,اصابة,null
1765,20.343445,40.012615,صدم مركبة متحركة,وفاة,null
1764,19.218363,41.762577,انقلاب مركبة,اصابة,null
1763,19.197805,41.76929,صدم مركبة متحركة,اصابة,null
1762,22.491733,39.566352,انقلاب مركبة,اصابة,null
1761,19.245779,41.376629,انقلاب مركبة,اصابة,null
1760,19.373238,41.11372,انقلاب مركبة,اصابة,null
1759,19.159689,41.223282,انقلاب مركبة,وفاة,null
1758,21.52318,39.23556,احتراق مركبة,وفاة,null
1757,21.4926,39.253,صدم مركبة متحركة,وفاة,null
1756,22.00051,39.266246,انقلاب مركبة,اصابة,null
1755,22.00051,39.20459,انقلاب مركبة,اصابة,null
1754,19.622972,40.976418,صدم مركبة متحركة,اصابة,null
1753,21.37388,39.42194,انقلاب مركبة,اصابة,null
1752,21.471384,39.891201,صدم مركبة متحركة,وفاة,null
1751,21.390928,39.808819,دهس مشاه,وفاة,null
1750,21.339888,39.685261,صدم مركبة متحركة,وفاة,null
1749,21.3723,39.439,صدم مركبة متحركة,اصابة,null
1748,21.411304,39.782104,دهس مشاه,اصابة,null
1747,21.41506,39.445,دهس مشاه,وفاة,null
1746,21.3440483,39.7531554,انقلاب مركبة,وفاة,null
1745,19.506245,41.670525,صدم مركبة متحركة,اصابة,null
1744,22.30567,39.3523,انقلاب مركبة,اصابة,null
1743,21.345002,39.976,دهس مشاه,اصابة,null
1742,19.434847,41.265579,انقلاب مركبة,وفاة,null
1741,21.5532,39.53342,صدم مركبة متحركة,اصابة,null
1740,21.462236,39.941422,دهس مشاه,وفاة,null
1739,22.1391627,39.3080477,صدم مركبة متحركة,اصابة,null
1738,20.381265,40.853117,صدم جسم ثابت اخر,اصابة,null
1737,21.47419,39.621,انقلاب مركبة,وفاة,null
1736,21.1233,39.961189,دهس مشاه,وفاة,null
1735,22.1394,39.14385,انقلاب مركبة,اصابة,null
1734,18.970837,41.321926,صدم مركبة متحركة,اصابة,null
1733,20.00107,40.828725,صدم مركبة متحركة,اصابة,null
1732,20.700407,39.548042,صدم مركبة متحركة,اصابة,null
1731,21.2152,39.52258,صدم مركبة متحركة,اصابة,null
1730,18.97924,21.340152,صدم جسم ثابت اخر,اصابة,null
1729,20.475916,39.825365,صدم مركبة متحركة,اصابة,null
1728,21.396832,39.792793,دهس مشاه,اصابة,null
1727,21.382233,39.806614,دهس مشاه,اصابة,null
1726,21.23455,39.542,صدم مركبة متحركة,وفاة,null
1725,21.373249,39.801109,دهس مشاه,وفاة,null
1724,21.220607,39.481402,دهس مشاه,وفاة,null
1723,21.352938,39.896515,صدم مركبة متحركة,وفاة,null
1722,21.5905,39.15509,دهس مشاه,اصابة,null
1721,21.374274,39.8741584,دهس مشاه,اصابة,null
1720,21.32397,39.46416,صدم مركبة متحركة,وفاة,null
1719,20.395885,39.925223,انقلاب مركبة,اصابة,null
1718,21.45092,39.965744,صدم مركبة متحركة,اصابة,null
1717,18.757315,41.299946,انقلاب مركبة,اصابة,null
1716,21.56237,39.26558,انقلاب مركبة,اصابة,null
1715,18.723367,41.390811,صدم مركبة متحركة,اصابة,null
1714,19.909779,40.749195,صدم مركبة متحركة,اصابة,null
1713,21.36515,39.41434,صدم مركبة متحركة,اصابة,null
1712,21.26551,39.50573,دهس مشاه,اصابة,null
1711,21.410349,39.791077,دهس مشاه,اصابة,null
1710,19.973614,40.821941,انقلاب مركبة,وفاة,null
1709,21.50519,39.45364,صدم مركبة متحركة,وفاة,null
1708,21.28385,39.53234,صدم مركبة متحركة,وفاة,null
1707,21.37588,39.49373,صدم مركبة متحركة,وفاة,null
1706,18.763927,41.38052,صدم مركبة متحركة,اصابة,null
1705,21.36309,39.4352,صدم مركبة متحركة,اصابة,null
1704,21.5535975,39.79023,دهس مشاه,اصابة,null
1703,21.382202,39.700436,صدم مركبة متحركة,اصابة,null
1702,21.57408,39.22414,صدم مركبة متحركة,وفاة,null
1701,20.1456065,40.2782502,دهس مشاه,وفاة,null
1700,18.877319,41.329918,صدم مركبة متحركة,اصابة,null
1699,18.959478,41.321621,صدم جسم ثابت اخر,اصابة,null
1698,19.1996898,40.551292,صدم مركبة متحركة,اصابة,null
1697,19.575373,41.670009,صدم مركبة متحركة,اصابة,null
1696,22.07276,39.29069,انقلاب مركبة,اصابة,null
1695,21.465064,39.945243,دهس مشاه,وفاة,null
1694,18.97145,41.321331,صدم مركبة متحركة,اصابة,null
1693,20.7347723,39.7277272,انقلاب مركبة,اصابة,null
1692,21.237442,39.82613,صدم مركبة متحركة,اصابة,null
1691,21.345293,39.804703,صدم مركبة متحركة,اصابة,null
1690,21.59568,39.40274,صدم مركبة متحركة,اصابة,null
1689,22.8236,39.1623,صدم جسم ثابت اخر,اصابة,null
1688,220.301,39.19335,صدم مركبة متحركة,اصابة,null
1687,19.433226,41.054508,صدم مركبة متحركة,اصابة,null
1686,20.627951,40.7083,انقلاب مركبة,اصابة,null
