grid_id,lat_grid,lon_grid,accident_count,avg_severity,latitude,longitude,predicted_count,risk_level
21.307941_39.811049,21.30794107078692,39.811049363555014,1,2.0,21.308218,39.815842,1.1469289982330588,Medium
21.307941_39.825523,21.30794107078692,39.82552260011472,1,2.0,21.30803591861,39.8283828422,1.226189490867916,Medium
21.307941_39.88824,21.30794107078692,39.88823995854009,1,2.0,21.311546,39.890034,1.1212646307898178,Medium
21.307941_39.989553,21.30794107078692,39.98955261445801,1,3.0,21.308645,39.989929,1.0003488372093023,Low
21.307941_40.042621,21.30794107078692,40.04262114851025,1,3.0,21.31104,40.04373,1.0003488372093023,Low
21.312433_39.362379,21.312432626661877,39.36237903020424,3,2.0,21.31491,39.364846666666665,2.320963994627284,High
21.312433_39.372028,21.312432626661877,39.37202785457737,4,2.5,21.314207500000002,39.3739425,3.92321411594941,High
21.312433_39.468516,21.312432626661877,39.46851609830872,1,3.0,21.31484,39.4703,1.0181306581750904,Low
21.312433_39.569829,21.312432626661877,39.569828754226634,1,3.0,21.31313,39.57162,1.0040688305122374,Low
21.312433_39.68079,21.312432626661877,39.68079023451769,2,2.5,21.314750500000002,39.6828765,2.207345560359469,High
21.312433_39.704912,21.312432626661877,39.70491229545053,1,3.0,21.313168,39.706688,1.0040688305122374,Low
21.312433_39.994377,21.312432626661877,39.99437702664458,1,3.0,21.314672,39.9985,1.0003488372093023,Low
21.316924_39.372028,21.31692418253683,39.37202785457737,1,2.0,21.319136,39.3766,1.3630829946806187,Medium
21.316924_39.468516,21.31692418253683,39.46851609830872,1,3.0,21.32032,39.47193,1.0181306581750904,Low
21.316924_39.473341,21.31692418253683,39.47334051049529,1,3.0,21.32096,39.47465,1.1152112660006581,Medium
21.316924_39.68079,21.31692418253683,39.68079023451769,2,2.5,21.319526,39.683029000000005,2.2267900048039135,High
21.316924_39.690439,21.31692418253683,39.690439058890824,3,2.3333333333333335,21.319612566666667,39.69351113333334,3.134760101010101,High
21.316924_39.700088,21.31692418253683,39.70008788326396,1,2.0,21.318968,39.701138,1.3175964314211501,Medium
21.316924_39.704912,21.31692418253683,39.70491229545053,2,2.0,21.3179109,39.7072356,1.5338959178824012,Medium
21.316924_39.864118,21.31692418253683,39.86411789760726,1,3.0,21.320936,39.868752,1.0082053734420677,Low
21.316924_39.897889,21.31692418253683,39.89788878291323,1,3.0,21.317383,39.899087,1.0029205491689401,Low
21.316924_39.994377,21.31692418253683,39.99437702664458,1,2.0,21.318772,39.997083,1.3200504036278415,Medium
21.321416_39.357555,21.321415738411787,39.357554618017666,1,3.0,21.32438,39.36112,1.0328744561455674,Low
21.321416_39.372028,21.321415738411787,39.37202785457737,1,2.0,21.3247,39.37534,1.356953918323253,Medium
21.321416_39.391326,21.321415738411787,39.39132550332364,1,2.0,21.3218,39.39529,1.3830120545096785,Medium
21.321416_39.463692,21.321415738411787,39.463691686122154,1,3.0,21.32397,39.46416,1.0181306581750904,Low
21.321416_39.675966,21.321415738411787,39.67596582233112,1,2.0,21.321632,39.678806,1.8696948676386203,High
21.321416_39.68079,21.321415738411787,39.68079023451769,6,2.0,21.324007233333333,39.683112349999995,3.6417326881641343,High
21.321416_39.704912,21.321415738411787,39.70491229545053,1,2.0,21.32271,39.70615,1.7345406430381882,High
21.321416_39.806225,21.321415738411787,39.80622495136844,1,3.0,21.324663,39.810608,1.015387848453158,Low
21.321416_39.878591,21.321415738411787,39.87859113416696,1,2.0,21.325686,39.882889,1.1298099362388234,Medium
21.321416_39.907538,21.321415738411787,39.907537607286365,1,3.0,21.322523,39.912162,1.121452540913006,Medium
21.321416_40.042621,21.321415738411787,40.04262114851025,1,2.0,21.3226011,40.0441189,1.2178861482119956,Medium
21.321416_40.110163,21.321415738411787,40.110162919122196,1,3.0,21.32303,40.1108,1.0003488372093023,Low
21.325907_39.468516,21.32590729428674,39.46851609830872,1,2.0,21.33024,39.47275,1.1105076236579687,Low
21.325907_39.68079,21.32590729428674,39.68079023451769,1,2.0,21.326559,39.68343,1.3213158666700366,Medium
21.325907_39.685615,21.32590729428674,39.68561464670426,1,2.0,21.328352,39.689472,1.12235448891425,Medium
21.325907_39.690439,21.32590729428674,39.690439058890824,1,2.0,21.328485,39.694378,1.224136758273049,Medium
21.325907_39.700088,21.32590729428674,39.70008788326396,1,2.0,21.326017,39.702938,1.2249780681089242,Medium
21.325907_39.893064,21.32590729428674,39.89306437072666,1,2.0,21.3291773135957,39.8936507105827,1.11417105823038,Low
21.325907_39.955782,21.32590729428674,39.95578172915204,1,3.0,21.330074,39.959019,1.0003488372093023,Low
21.325907_39.965431,21.32590729428674,39.965430553525174,1,2.0,21.329926,39.968605,1.0709764275666027,Low
21.325907_39.984728,21.32590729428674,39.98472820227144,1,2.0,21.3291757,39.9892992,1.2081412364220376,Medium
21.325907_40.013675,21.32590729428674,40.013674675390845,1,2.0,21.3281631,40.0162401,1.1797886813191534,Medium
21.325907_40.023323,21.32590729428674,40.02332349976398,1,3.0,21.328106,40.023476,1.0003488372093023,Low
21.330399_39.35273,21.330398850161696,39.3527302058311,1,3.0,21.3314,39.35511,1.0328744561455674,Low
21.330399_39.458867,21.330398850161696,39.45886727393559,2,2.0,21.331789999999998,39.46313,1.4149231661756903,Medium
21.330399_39.463692,21.330398850161696,39.463691686122154,1,2.0,21.33229,39.46578,1.2171679775789361,Medium
21.330399_39.627722,21.330398850161696,39.62772170046545,1,2.0,21.334139,39.629333,1.2826124270663013,Medium
21.330399_39.68079,21.330398850161696,39.68079023451769,4,2.5,21.332000825,39.683499225,2.9112387214381563,High
21.330399_39.685615,21.330398850161696,39.68561464670426,1,2.0,21.33147,39.689583,1.1954255511853125,Medium
21.330399_39.690439,21.330398850161696,39.690439058890824,2,2.0,21.3335285,39.6938995,1.5260018959243065,Medium
21.330399_39.950957,21.330398850161696,39.95095731696547,2,2.0,21.33329995,39.9526664,1.498632239197764,Medium
21.330399_39.965431,21.330398850161696,39.965430553525174,4,2.25,21.33390425,39.969533,4.161444805194805,High
21.330399_40.05227,21.330398850161696,40.05226997288339,1,2.0,21.3329376,40.0531998,1.5266332489087933,Medium
21.33489_39.391326,21.334890406036653,39.39132550332364,1,2.0,21.33599,39.39369,1.0772803361990424,Low
21.33489_39.458867,21.334890406036653,39.45886727393559,1,2.0,21.33566,39.46215,1.2296992684128587,Medium
21.33489_39.637371,21.334890406036653,39.63737052483858,1,2.0,21.338053,39.639919,1.1698382105420853,Medium
21.33489_39.666317,21.334890406036653,39.666316997957985,1,3.0,21.335395,39.6690854,1.0040688305122374,Low
21.33489_39.671141,21.334890406036653,39.67114141014456,1,2.0,21.336637,39.673824,1.173438210542085,Medium
21.33489_39.675966,21.334890406036653,39.67596582233112,1,3.0,21.337461,39.678516,1.0040688305122374,Low
21.33489_39.68079,21.334890406036653,39.68079023451769,4,2.25,21.337334499999997,39.683033,4.142361111111111,High
21.33489_39.801401,21.334890406036653,39.80140053918188,1,3.0,21.338745,39.806179,1.0203878484531579,Low
21.33489_39.873767,21.334890406036653,39.87376672198039,1,3.0,21.338604,39.876682,1.0132053734420678,Low
21.33489_39.878591,21.334890406036653,39.87859113416696,1,2.0,21.33855,39.88011,1.2969179933097439,Medium
21.33489_39.941308,21.334890406036653,39.941308492592334,1,2.0,21.336521,39.945408,1.214867614308712,Medium
21.33489_39.970255,21.334890406036653,39.97025496571174,1,2.0,21.3375146,39.9742957,1.3258125145064583,Medium
21.33489_39.989553,21.334890406036653,39.98955261445801,2,2.0,21.338262200000003,39.9937751,1.7273604745816709,High
21.339382_39.347906,21.339381961911606,39.347905793644536,1,2.0,21.3415,39.3515,1.0627764361710625,Low
21.339382_39.357555,21.339381961911606,39.357554618017666,1,2.0,21.34104,39.3581,1.0959764361710624,Low
21.339382_39.391326,21.339381961911606,39.39132550332364,1,2.0,21.3424,39.39519,1.0524369239928761,Low
21.339382_39.400974,21.339381961911606,39.40097432769677,1,2.0,21.34125,39.40108,1.0770797811357333,Low
21.339382_39.420272,21.339381961911606,39.42027197644305,1,2.0,21.34355,39.42086,1.1326476012064635,Medium
21.339382_39.478165,21.339381961911606,39.478164922681856,1,2.0,21.34063,39.48201,1.8952405655833156,High
21.339382_39.540882,21.339381961911606,39.54088228110723,1,2.0,21.3429895,39.54486,1.108416176024164,Low
21.339382_39.569829,21.339381961911606,39.569828754226634,1,3.0,21.3406,39.57064,1.0840688305122372,Low
21.339382_39.68079,21.339381961911606,39.68079023451769,1,3.0,21.339888,39.685261,1.0840688305122372,Low
21.339382_39.690439,21.339381961911606,39.690439058890824,3,2.0,21.340392033333334,39.69257703333333,2.1043302266725146,High
21.339382_39.714561,21.339381961911606,39.714561119823664,1,3.0,21.343782,39.719104,1.3283727529858858,Medium
21.339382_39.719386,21.339381961911606,39.71938553201023,1,2.0,21.34384,39.722351,1.1455435784538057,Medium
21.339382_39.72421,21.339381961911606,39.7242099441968,3,2.3333333333333335,21.3430508,39.7260777,3.2418434343434344,High
21.339382_39.729034,21.339381961911606,39.729034356383366,5,3.0,21.342675879999998,39.730886,3.5030000885370076,High
21.339382_39.733859,21.339381961911606,39.73385876856993,1,2.0,21.342445,39.737999,1.2077271141406913,Medium
21.339382_39.738683,21.339381961911606,39.7386831807565,2,2.0,21.34272,39.74122800000001,1.1879830665216438,Medium
21.339382_39.748332,21.339381961911606,39.74833200512963,2,2.0,21.3437135,39.750757500000006,1.3400719126609595,Medium
21.339382_39.936484,21.339381961911606,39.93648408040577,3,2.3333333333333335,21.341522666666666,39.939066333333336,3.4221264908337274,High
21.339382_39.950957,21.339381961911606,39.95095731696547,1,2.0,21.3434786,39.952667,1.2839513925257935,Medium
21.339382_39.970255,21.339381961911606,39.97025496571174,1,2.0,21.3417489,39.9748015,1.4402095380489528,Medium
21.339382_39.984728,21.339381961911606,39.98472820227144,6,2.0,21.34039513333333,39.98746619333334,4.104338586370881,High
21.339382_39.989553,21.339381961911606,39.98955261445801,2,2.0,21.34203,39.992096,1.716088486580154,High
21.343874_39.097036,21.343873517786562,39.097036359943026,1,2.0,21.345654,39.0986015,1.1638763185083671,Medium
21.343874_39.347906,21.343873517786562,39.347905793644536,1,2.0,21.3479,39.35108,1.0972917413735055,Low
21.343874_39.35273,21.343873517786562,39.3527302058311,1,2.0,21.345343,39.35343,1.07196990800424,Low
21.343874_39.405799,21.343873517786562,39.405798739883345,1,2.0,21.34479,39.40596,1.1843948511782658,Medium
21.343874_39.449218,21.343873517786562,39.44921844956245,2,2.0,21.34559,39.45337,1.5033503933676868,Medium
21.343874_39.709737,21.343873517786562,39.70973670763709,1,2.0,21.344145,39.711113,1.2582076205753983,Medium
21.343874_39.719386,21.343873517786562,39.71938553201023,1,2.0,21.343878,39.72226,1.1455435784538057,Medium
21.343874_39.748332,21.343873517786562,39.74833200512963,1,3.0,21.3440483,39.7531554,1.285494848628532,Medium
21.343874_39.762805,21.343873517786562,39.762805241689335,1,2.0,21.344944,39.762972,1.184405581759665,Medium
21.343874_39.76763,21.343873517786562,39.76762965387591,2,2.5,21.346618499999998,39.7699455,2.09908627421218,High
21.343874_39.772454,21.343873517786562,39.77245406606247,2,3.0,21.3477425,39.776646,1.5148568590356282,Medium
21.343874_39.782103,21.343873517786562,39.78210289043561,2,2.5,21.347027949999998,39.785170699999995,2.2540862742121797,High
21.343874_39.786927,21.343873517786562,39.786927302622175,1,3.0,21.3472984,39.7893309,1.3398725940252765,Medium
21.343874_39.791752,21.343873517786562,39.79175171480874,2,2.5,21.3470985,39.7935315,2.1525386551645607,High
21.343874_39.796576,21.343873517786562,39.79657612699531,1,2.0,21.347403,39.797279,1.1856260159787642,Medium
21.343874_39.801401,21.343873517786562,39.80140053918188,2,2.0,21.3459965,39.805004,1.4960315566000306,Medium
21.343874_39.907538,21.343873517786562,39.907537607286365,1,2.0,21.3454091,39.9078047,1.3092213357162603,Medium
21.343874_39.93166,21.343873517786562,39.9316596682192,2,2.0,21.3457535,39.934988000000004,1.5371629591524028,Medium
21.343874_39.955782,21.343873517786562,39.95578172915204,2,2.0,21.348122,39.955826,1.507975368059835,Medium
21.343874_39.975079,21.343873517786562,39.97507937789831,4,2.5,21.34620875,39.97754625,2.1304947188908168,High
21.343874_39.984728,21.343873517786562,39.98472820227144,1,2.0,21.34831,39.987602,1.6082317881844614,High
21.343874_39.989553,21.343873517786562,39.98955261445801,1,2.0,21.34441,39.989605,1.237321025934852,Medium
21.343874_40.086041,21.343873517786562,40.08604085818936,1,2.0,21.3462883,40.089156,1.2804930946952644,Medium
21.343874_40.090865,21.343873517786562,40.09086527037593,1,2.0,21.3476363,40.0931293,1.1943026185047882,Medium
21.348365_39.140456,21.348365073661515,39.14045606962213,1,2.0,21.3502245163118,39.14267,1.0434052822443989,Low
21.348365_39.367203,21.348365073661515,39.3672034423908,1,2.0,21.3508,39.37142,1.082544882631191,Low
21.348365_39.410623,21.348365073661515,39.41062315206991,2,2.0,21.351799999999997,39.411429999999996,1.4304894245176967,Medium
21.348365_39.420272,21.348365073661515,39.42027197644305,1,2.0,21.35109,39.421708,1.1941814248545248,Medium
21.348365_39.449218,21.348365073661515,39.44921844956245,2,3.0,21.351914999999998,39.452,1.0114055505810753,Low
21.348365_39.454043,21.348365073661515,39.454042861749016,1,3.0,21.35241,39.4558,1.0114055505810753,Low
21.348365_39.463692,21.348365073661515,39.463691686122154,2,2.5,21.351985,39.465424999999996,2.042623287076673,High
21.348365_39.622897,21.348365073661515,39.62289728827888,1,2.0,21.3518663,39.6234442,1.1305477747376127,Medium
21.348365_39.637371,21.348365073661515,39.63737052483858,1,2.0,21.35277,39.637852,1.1180477747376125,Medium
21.348365_39.757981,21.348365073661515,39.75798082950277,1,2.0,21.351611,39.759778,1.1298125050422594,Medium
21.348365_39.76763,21.348365073661515,39.76762965387591,1,3.0,21.350649,39.771763,1.0185523340038412,Low
21.348365_39.772454,21.348365073661515,39.77245406606247,5,2.6,21.35093512,39.776033760000004,4.962213924963924,High
21.348365_39.777278,21.348365073661515,39.77727847824904,5,2.6,21.34953614,39.779341620000004,4.962213924963924,High
21.348365_39.782103,21.348365073661515,39.78210289043561,29,2.3793103448275863,21.350393950898884,39.78530367068394,21.43083333333333,High
21.348365_39.791752,21.348365073661515,39.79175171480874,1,2.0,21.350283,39.792877,1.1105398358694214,Low
21.348365_39.796576,21.348365073661515,39.79657612699531,1,2.0,21.34869,39.800179,1.1567575593224393,Medium
21.348365_39.801401,21.348365073661515,39.80140053918188,7,2.2857142857142856,21.35020772857143,39.803739771428575,6.628107142857142,High
21.348365_39.806225,21.348365073661515,39.80622495136844,4,2.5,21.35131105,39.8086869,2.280871988497894,High
21.348365_39.811049,21.348365073661515,39.811049363555014,1,2.0,21.352371,39.812958,1.1728880563749697,Medium
21.348365_39.825523,21.348365073661515,39.82552260011472,3,2.0,21.35264463333333,39.828718333333335,1.615645518029467,High
21.348365_39.830347,21.348365073661515,39.83034701230128,6,2.3333333333333335,21.351791483333333,39.83348075,4.827772594729831,High
21.348365_39.839996,21.348365073661515,39.83999583667442,1,2.0,21.3503927,39.8401836,1.1345003519473935,Medium
21.348365_39.88824,21.348365073661515,39.88823995854009,1,2.0,21.34986,39.88835,1.1385141413126425,Medium
21.348365_39.893064,21.348365073661515,39.89306437072666,1,2.0,21.352428,39.896915,1.134780807881941,Medium
21.348365_39.897889,21.348365073661515,39.89788878291323,1,3.0,21.351891,39.898895,1.0433097612354123,Low
21.348365_39.907538,21.348365073661515,39.907537607286365,2,2.0,21.348969099999998,39.9112407,1.5298044921935672,Medium
21.348365_39.960606,21.348365073661515,39.9606061413386,1,2.0,21.350525,39.960899,1.0968970604106563,Low
21.348365_39.975079,21.348365073661515,39.97507937789831,1,2.0,21.3492186,39.9798924,1.1128401823901561,Low
21.348365_40.105339,21.348365073661515,40.10533850693563,1,3.0,21.3519639,40.1058013,1.010823541751415,Low
21.348365_40.197002,21.348365073661515,40.19700233848041,1,3.0,21.3486364,40.199898,1.023117659398474,Low
21.352857_39.077739,21.352856629536472,39.07773871119675,1,3.0,21.357203,39.0802769,1.1227152794926778,Medium
21.352857_39.1887,21.352856629536472,39.188700191487804,1,2.0,21.356203,39.191994,1.2338166453539359,Medium
21.352857_39.314135,21.352856629536472,39.31413490833856,1,2.0,21.35554,39.314404,1.3165196735349054,Medium
21.352857_39.410623,21.352856629536472,39.41062315206991,5,2.2,21.35403,39.413228,7.181111111111111,High
21.352857_39.43957,21.352856629536472,39.439569625189314,1,2.0,21.35549,39.44319,1.2651961316109714,Medium
21.352857_39.444394,21.352856629536472,39.44439403737588,1,3.0,21.35319,39.4455,1.0612269791525037,Low
21.352857_39.478165,21.352856629536472,39.478164922681856,1,3.0,21.35399,39.48269,1.0147242075022502,Low
21.352857_39.772454,21.352856629536472,39.77245406606247,1,3.0,21.353064,39.774513,1.0495840800355873,Low
21.352857_39.777278,21.352856629536472,39.77727847824904,1,2.0,21.354611,39.781,1.3531993539718707,Medium
21.352857_39.786927,21.352856629536472,39.786927302622175,2,2.0,21.3547095,39.787281,1.6124583708542068,High
21.352857_39.801401,21.352856629536472,39.80140053918188,1,2.0,21.356394,39.80275,1.4068182269778233,Medium
21.352857_39.811049,21.352856629536472,39.811049363555014,1,2.0,21.35325,39.815667,1.1721188256057389,Medium
21.352857_39.815874,21.352856629536472,39.81587377574158,4,2.5,21.35385105,39.818029425,2.855957847083752,High
21.352857_39.820698,21.352856629536472,39.820698187928144,3,2.3333333333333335,21.355795733333334,39.823919,3.6023781619567217,High
21.352857_39.825523,21.352856629536472,39.82552260011472,4,2.0,21.354810999999998,39.8291135,2.865080831117075,High
21.352857_39.830347,21.352856629536472,39.83034701230128,1,2.0,21.356833,39.834923,1.45034146076799,Medium
21.352857_39.84482,21.352856629536472,39.844820248860984,1,2.0,21.35359,39.8494,1.1677955825788313,Medium
21.352857_39.849645,21.352856629536472,39.849644661047556,1,3.0,21.354458,39.852032,1.0496574695162182,Low
21.352857_39.854469,21.352856629536472,39.85446907323412,2,2.0,21.356472,39.8572235,1.5298531766685446,Medium
21.352857_39.873767,21.352856629536472,39.87376672198039,1,2.0,21.356461,39.875999,1.3032717206656885,Medium
21.352857_39.878591,21.352856629536472,39.87859113416696,2,2.0,21.3556595,39.880606,1.5217006600183896,Medium
21.352857_39.883416,21.352856629536472,39.883415546353525,1,2.0,21.3560705,39.8846244,1.2556208545311431,Medium
21.352857_39.88824,21.352856629536472,39.88823995854009,4,2.5,21.35566845,39.8908922,2.055215270845714,High
21.352857_39.893064,21.352856629536472,39.89306437072666,4,2.5,21.35304275,39.895902,2.165301426520105,High
21.352857_39.922011,21.352856629536472,39.92201084384607,1,3.0,21.356426,39.922779,1.0541720265999002,Low
21.352857_39.955782,21.352856629536472,39.95578172915204,1,3.0,21.355465,39.956581,1.0147608636887373,Low
21.352857_39.965431,21.352856629536472,39.965430553525174,3,2.3333333333333335,21.35549966666667,39.96813196666667,3.1825758955956327,High
21.352857_39.970255,21.352856629536472,39.97025496571174,1,3.0,21.35591,39.9711575,1.0151312340591074,Low
21.352857_39.984728,21.352856629536472,39.98472820227144,1,2.0,21.353209,39.98777,1.3054947507121302,Medium
21.352857_40.110163,21.352856629536472,40.110162919122196,1,2.0,21.3548716,40.1139672,1.3920644437633476,Medium
21.352857_40.187354,21.352856629536472,40.18735351410728,2,3.0,21.3573,40.188236,1.008117659398474,Low
21.352857_40.211476,21.352856629536472,40.21147557504011,1,2.0,21.3554672,40.2116531,1.1078987460889294,Low
21.357348_39.236944,21.357348185411425,39.23694431335348,1,2.0,21.359028,39.23917,2.9298139993646526,High
21.357348_39.415448,21.357348185411425,39.415447564256475,1,2.0,21.3589,39.4194,2.9641168071546455,High
21.357348_39.661493,21.357348185411425,39.66149258577142,1,2.0,21.36014,39.662716,1.7432616410367248,High
21.357348_39.76763,21.357348185411425,39.76762965387591,1,3.0,21.358519,39.77227,1.0185523340038412,Low
21.357348_39.777278,21.357348185411425,39.77727847824904,1,2.0,21.358448,39.78017,1.6009119708818935,High
21.357348_39.782103,21.357348185411425,39.78210289043561,1,2.0,21.361559,39.785851,1.8310976384003947,High
21.357348_39.786927,21.357348185411425,39.786927302622175,1,2.0,21.3593266,39.7911867,1.562073373078136,Medium
21.357348_39.801401,21.357348185411425,39.80140053918188,2,2.5,21.3597945,39.8025515,2.198371988497894,High
21.357348_39.825523,21.357348185411425,39.82552260011472,2,2.0,21.358392000000002,39.8276365,2.352821917176832,High
21.357348_39.830347,21.357348185411425,39.83034701230128,5,2.6,21.3599368,39.8339564,5.604690476190476,High
21.357348_39.84482,21.357348185411425,39.844820248860984,2,2.0,21.359397,39.846521499999994,2.0266044237491094,High
21.357348_39.859293,21.357348185411425,39.859293485420686,2,2.0,21.3580108,39.86149605,1.7942788689267983,High
21.357348_39.864118,21.357348185411425,39.86411789760726,3,2.0,21.358611433333333,39.867975066666666,2.330398717008374,High
21.357348_39.873767,21.357348185411425,39.87376672198039,1,2.0,21.359688,39.874962,1.565196124184196,Medium
21.357348_39.878591,21.357348185411425,39.87859113416696,5,2.2,21.3610144,39.8807574,15.448333333333332,High
21.357348_39.883416,21.357348185411425,39.883415546353525,4,2.25,21.361203375,39.885831975,4.382965638528138,High
21.357348_39.88824,21.357348185411425,39.88823995854009,2,2.0,21.359271,39.891304,1.6625005544302556,High
21.357348_39.893064,21.357348185411425,39.89306437072666,1,2.0,21.360493,39.897774,1.3643546691980704,Medium
21.357348_39.907538,21.357348185411425,39.907537607286365,2,2.0,21.35980445,39.91024215,1.6780700722673658,High
21.357348_39.912362,21.357348185411425,39.91236201947293,1,2.0,21.358535,39.915396,1.2614167493755288,Medium
21.357348_39.917186,21.357348185411425,39.917186431659495,1,2.0,21.3578757,39.9175083,1.1710486128077953,Medium
21.357348_39.946133,21.357348185411425,39.9461329047789,1,3.0,21.35899,39.948476,1.0147608636887373,Low
21.357348_39.960606,21.357348185411425,39.9606061413386,1,2.0,21.360306,39.961278,1.1400716419977126,Medium
21.357348_39.984728,21.357348185411425,39.98472820227144,1,3.0,21.35751,39.98753,1.0084645673924408,Low
21.357348_39.989553,21.357348185411425,39.98955261445801,1,3.0,21.358614,39.99234,1.0084645673924408,Low
21.357348_40.114987,21.357348185411425,40.11498733130877,4,2.75,21.360363175,40.1178277,4.161686507936508,High
21.357348_40.124636,21.357348185411425,40.1246361556819,2,2.5,21.358213499999998,40.1264455,2.1404947188908166,High
21.36184_39.154929,21.36183974128638,39.154929306181835,1,2.0,21.366034,39.157982,1.846156900453189,High
21.36184_39.400974,21.36183974128638,39.40097432769677,1,2.0,21.36573,39.40575,2.51924960692979,High
21.36184_39.410623,21.36183974128638,39.41062315206991,8,2.0,21.36509125,39.4145075,6.200625014808727,High
21.36184_39.415448,21.36183974128638,39.415447564256475,5,2.0,21.362978,39.4157,4.708359965785621,High
21.36184_39.420272,21.36183974128638,39.42027197644305,2,2.5,21.364725,39.4217,2.090604056307442,High
21.36184_39.425096,21.36183974128638,39.42509638862961,2,2.0,21.36549,39.4253,2.9198527172115623,High
21.36184_39.429921,21.36183974128638,39.42992080081618,3,2.3333333333333335,21.364496666666668,39.43315333333333,6.143510101010101,High
21.36184_39.434745,21.36183974128638,39.43474521300275,3,2.0,21.363376666666667,39.43531,3.1198760691267227,High
21.36184_39.468516,21.36183974128638,39.46851609830872,1,3.0,21.36244,39.471852,1.0114055505810753,Low
21.36184_39.482989,21.36183974128638,39.48298933486842,2,2.0,21.365095,39.485065000000006,3.3531007020198897,High
21.36184_39.782103,21.36183974128638,39.78210289043561,2,2.5,21.3624,39.786772,2.22658627421218,High
21.36184_39.786927,21.36183974128638,39.786927302622175,2,2.0,21.363942,39.7910825,2.004167532104829,High
21.36184_39.791752,21.36183974128638,39.79175171480874,2,2.0,21.36493035,39.792452,2.265164784852082,High
21.36184_39.796576,21.36183974128638,39.79657612699531,4,2.25,21.3654845,39.79769175,6.482626400560223,High
21.36184_39.801401,21.36183974128638,39.80140053918188,3,2.6666666666666665,21.364938966666667,39.80452843333333,3.7237317821067824,High
21.36184_39.806225,21.36183974128638,39.80622495136844,1,2.0,21.3662035,39.8069087,1.871541120021334,High
21.36184_39.820698,21.36183974128638,39.820698187928144,3,2.0,21.365106033333333,39.82365156666666,2.911812073121317,High
21.36184_39.830347,21.36183974128638,39.83034701230128,2,2.0,21.366009,39.830824,2.3790649226024176,High
21.36184_39.835171,21.36183974128638,39.83517142448785,1,3.0,21.3628688,39.8385149,1.268224753815733,Medium
21.36184_39.839996,21.36183974128638,39.83999583667442,1,2.0,21.3650449,39.8423899,2.580101928593715,High
21.36184_39.868942,21.36183974128638,39.86894230979382,2,2.0,21.36498445,39.873581349999995,2.2831114699077864,High
21.36184_39.873767,21.36183974128638,39.87376672198039,81,2.2222222222222223,21.36401119491058,39.87403569712715,55.72666666666667,High
21.36184_39.878591,21.36183974128638,39.87859113416696,3,2.3333333333333335,21.363243333333333,39.882636,8.182575895595633,High
21.36184_39.883416,21.36183974128638,39.883415546353525,3,3.0,21.363387833333334,39.884553833333335,2.0236425985369992,High
21.36184_39.88824,21.36183974128638,39.88823995854009,2,2.0,21.363103799999998,39.89139045,1.819393858429625,High
21.36184_39.893064,21.36183974128638,39.89306437072666,6,2.1666666666666665,21.36220366666667,39.89595166666667,11.437222222222221,High
21.36184_39.897889,21.36183974128638,39.89788878291323,2,2.5,21.36209125,39.8984512,2.3072169411130385,High
21.36184_39.926835,21.36183974128638,39.92683525603263,1,3.0,21.366247,39.92696,1.2718473099748067,Medium
21.36184_39.941308,21.36183974128638,39.941308492592334,1,2.0,21.36462,39.945838,1.1221606710818504,Medium
21.36184_39.979904,21.36183974128638,39.979903790084876,1,2.0,21.362871,39.982746,1.2469910234779922,Medium
21.36184_39.984728,21.36183974128638,39.98472820227144,1,3.0,21.3619923,39.9877181,1.078464567392441,Low
21.36184_40.071568,21.36183974128638,40.071567621629654,1,2.0,21.36372,40.0723043,1.1135080036242826,Low
21.36184_40.148758,21.36183974128638,40.14875821661474,1,2.0,21.3661487,40.1497887,1.0901270512433303,Low
21.36184_40.168056,21.36183974128638,40.168055865361005,1,3.0,21.36301,40.168472,1.1890105165413312,Medium
21.366331_39.463692,21.366331297161338,39.463691686122154,1,3.0,21.3678,39.46568,1.0158290539070176,Low
21.366331_39.675966,21.366331297161338,39.67596582233112,2,2.0,21.37018,39.680153000000004,1.7059664335111078,High
21.366331_39.76763,21.366331297161338,39.76762965387591,2,2.0,21.367488,39.769538499999996,1.6762300078816552,High
21.366331_39.772454,21.366331297161338,39.77245406606247,1,2.0,21.37006,39.773228,1.490548836571274,Medium
21.366331_39.777278,21.366331297161338,39.77727847824904,3,2.0,21.3682165,39.78057856666667,2.3247045744028996,High
21.366331_39.782103,21.366331297161338,39.78210289043561,1,2.0,21.366976,39.784336,1.6827173090103824,High
21.366331_39.786927,21.366331297161338,39.786927302622175,1,3.0,21.366938,39.790257,1.0900500562096924,Low
21.366331_39.791752,21.366331297161338,39.79175171480874,2,2.0,21.3678697,39.794601549999996,2.05769313401132,High
21.366331_39.796576,21.366331297161338,39.79657612699531,5,2.0,21.368079979999997,39.799078200000004,2.352781096197786,High
21.366331_39.801401,21.366331297161338,39.80140053918188,6,2.1666666666666665,21.3690885,39.8034385,6.682590811965812,High
21.366331_39.825523,21.366331297161338,39.82552260011472,1,3.0,21.366375,39.826603,1.2194117810875214,Medium
21.366331_39.835171,21.366331297161338,39.83517142448785,7,2.0,21.36953852857143,39.837501828571426,4.681526067119096,High
21.366331_39.859293,21.366331297161338,39.859293485420686,1,2.0,21.367585,39.860006,1.876820185626013,High
21.366331_39.868942,21.366331297161338,39.86894230979382,6,2.0,21.369249016666668,39.87335771666667,4.36011407682527,High
